"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MFX4NK7I","book","1985","Renfrew C.","The archaeology of cult. The sanctuary at Phylakopi","","","","","","","1985","2016-02-04 18:57:38","2016-02-04 18:57:38","","","","","","","","Renfrew C. 1985","BSA, Suppl.18","","","","","London","","","","Morris P., Antiquity 60:229 (1986) 155-156","","","","","","","","Alles; Grabungsbericht; Kykladen; Melos; Neo75-93-ASK; Phylakopi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V3BCA9C3","bookSection","","Renfrew C.","Speculations on the use of Early Cycladic sculpture","","","","","","","","2016-02-04 18:57:36","2016-02-04 18:57:36","","24-30","","","","","","Renfrew C. 1984 b","","","","","","","","","","","","","","","","","","Figurinen; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","Cycladica","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXVTWD7I","bookSection","","Renfrew C.","Terminology and beyond","","","","","","","","2016-02-04 18:57:35","2016-02-04 18:57:35","","51-63","","","","","","Renfrew C. 1979 b","","","","","","","","","","","","","","IUF ! Kontrolle, ob auch Neolithikum","","","","Chronologie; Frühbronzezeit; Kykladen; Neo75-93-ASK; Neolithikum","","","","","","","","","","","","","","","","","","","","","Papers in Cycladic Prehistory","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QHWJXGPJ","book","1986","Press L.","Die Kultur der Kykladeninseln in der Bronzezeit","","","","","","","1986","2016-02-04 18:57:33","2016-02-04 18:57:33","","","","","","","","Press 1986","","","","","","Warschau","","","","","","","","","","","","Alles; Allgemein; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DBR3NAE5","journalArticle","1983","Pasquier A.","L'art des Cyclades au Grand-Palais","ArcheologiaParis","","","","","","1983","2016-02-04 18:57:31","2016-02-04 18:57:31","","16-23","","","185","","","Pasquier 1983","","","","","","","","","","","","","","Goulandris-Ausstellung","","","","Figurinen; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAHE7AUX","bookSection","","Oustinoff E.","The manufacture of Cycladic figurines. A practical approach","","","","","","","","2016-02-04 18:57:30","2016-02-04 18:57:30","","38-47","","","","","","Oustinoff 1984","","","","","","","","","","","","","","Arch !","","","","Figurinen; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","Cycladica","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFIU2EN2","book","1989","Overbeck J.C.","Keos VII. Ayia Irini: Period IV. The stratigraphy and the find deposits","","","","","","","1989","2016-02-04 18:57:28","2016-02-04 18:57:28","","","","","","","","Overbeck 1989","","","","","","Mainz","","","","","","","","","","","","Alles; Ayia Irini; Gräber; Grabungsbericht; Keos; Kykladen; Mittlere Bronzezeit; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8ABJ3Q3","bookSection","","Overbeck J.C.","Stratigraphy and ceramic sequence in Middle Cycladic Ayia Irini, Kea","","","","","","","","2016-02-04 18:57:26","2016-02-04 18:57:26","","108-113","","","","","","Overbeck 1984","","","","","","","","","","","","","","","","","","Alles; Ayia Irini; Grabungsbericht; Keos; Keramik; Kykladen; Mittlere Bronzezeit; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","The Prehistoric Cyclades","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8EI8CWR8","bookSection","1980","Orlandini P.","Un idoletto cicladico della Soprintendenza Archeologica a Milano","","","","","","","1980","2016-02-04 18:57:24","2016-02-04 18:57:24","","313-314","","","","","","Orlandini 1980","Innsbrucker Beiträge zur Kulturwissenschaft 21","","","","","Innsbruck","","","","","","","","Arch FS!","","","","Figurinen; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","Forschungen und Funde: Festschrift Bernhard Neutsch","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIZHICAV","journalArticle","1986","","Un nouveau musée d'art des Cyclades à Athènes","ArcheologiaParis","","","","","","1986","2016-02-04 18:57:22","2016-02-04 18:57:22","","39-41","","","210","","","Musée d'art des Cyclades","","","","","","","","","","","","","","Goulandris-Museum","","","","Figurinen; Frühbronzezeit; Keramik; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPTPJSQN","journalArticle","1977","Moutsopoulos N.C., Dimitrokallis G.","Further notes on the megalithic monuments of Naxos","BalkStud","","","","","","1977","2016-02-04 18:57:21","2016-02-04 18:57:21","","251-259","","","18","","","Moutsopoulos - Dimitrokallis 1977","","","","","","","","","","","","","","Menhire; Datierung ab 2000 v.Chr.","","","","Alles; Architektur; Kykladen; Mittlere Bronzezeit; Naxos; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6HE2H43","bookSection","1984","Morgan L.","Morphology, syntax and the issue of chronology","","","","","","","1984","2016-02-04 18:57:19","2016-02-04 18:57:19","","165-178","","","","","","Morgan 1984","","","","","","","","","","","","","","Ikonogr. Vergleiche Kreta - Thera in Malerei","","","","Alles; Chronologie; Kunst; Kykladen; Neo75-93-ASK; Thera","","","","","","","","","","","","","","","","","","","","","The Prehistoric Cyclades","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJWJK3G4","journalArticle","1980","Matthäus H.","Ein Kykladenidol in Marburg. Bemerkungen zur Chronologie der","AA","","","","","","1980","2016-02-04 18:57:17","2016-02-04 18:57:17","","149-165","","","2","","","Matthäus 1980","","","","","","","","","","","","","","","","","","Chronologie; Figurinen; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNSG23HI","journalArticle","1990","Mastrapas A.","To ploio stis Kyklades kata tin proimi Chalkokratia","Archaiologia","","","","","","1990","2016-02-04 18:57:16","2016-02-04 18:57:16","","80-83","","","35","","","Mastrapas 1990","","","","","","","","","","","","","","","","","","Frühbronzezeit; Kykladen; Neo75-93-ASK; Transport","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9VA9VU2E","journalArticle","1980","Martharis M.","Akrotiri: vases of Middle Helladic tradition in the destruction level","AEphem","","","","","","1980","2016-02-04 18:57:14","2016-02-04 18:57:14","","182-211","","","","","","Martharis 1980","","","","","","","","","","","","","","","","","","Alles; Keramik; Kykladen; Neo75-93-ASK; Thera","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MQIAVEG","book","1976","Marinatos Sp.","Excavations at Thera VII. 1973 season","","","","","","","1976","2016-02-04 18:57:12","2016-02-04 18:57:12","","","","","","","","Marinatos 1976","Archaioi Topoi kai Mouseia tis Ellados 4","","","","","Athen","","","","","","","","","","","","Alles; Grabungsbericht; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPJAPPVX","bookSection","","Marangou L.","Evidence for the Early Cycladic period on Amorgos","","","","","","","","2016-02-04 18:57:10","2016-02-04 18:57:10","","99-115","","","","","","Marangou 1984","","","","","","","","","","","","","","","","","","Amorgos; Frühbronzezeit; Grabungsbericht; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","Cycladica","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PXHDXXIW","bookSection","","MacGillivray J.A.","The relative chronology of Early Cycladic III","","","","","","","","2016-02-04 18:57:09","2016-02-04 18:57:09","","70-77","","","","","","MacGillivray 1984","","","","","","","","","","","","","","","","","","Chronologie; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","The Prehistoric Cyclades","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52EQCA6J","journalArticle","1981","MacGillivray J.A.","Early Cycladic potter's marks from Mount Kynthos on Delos","BCH","","","","","","1981","2016-02-04 18:57:07","2016-02-04 18:57:07","","615-621","","","105:02:00","","","MacGillivray 1981","","","","","","","","","","","","","","","","","","Delos; Frühbronzezeit; Keramik; Kykladen; Mt. Kynthos; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QD9IG6ZD","journalArticle","1980","MacGillivray J.A.","Mount Kynthos in Delos: the Early Cycladic settlement","BCH","","","","","","1980","2016-02-04 18:57:05","2016-02-04 18:57:05","","Mrz 45","","","104:01:00","","","MacGillivray 1980","","","","","","","","","","","","","","","","","","Delos; Frühbronzezeit; Grabungsbericht; Kykladen; Mt. Kynthos; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4C8XBX65","journalArticle","1983","Lambrinoudakis V.K., Zapheiropoulou P., Chalepa-Bilaki A.","Anaskaphi Plateias Metropoleos Naxou","Prakt","","","","","","1983","2016-02-04 18:57:03","2016-02-04 18:57:03","","299-311","","","","","","Lambrinoudakis - Zapheiropulou - Chalepa-Bilaki 1983","","","","","","","","","","","","","","Myk., geom.","","","","Alles; Grabungsbericht; Kykladen; Naxos; Neo75-93-ASK; Plateia Metropoleos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGJ3JFQ9","journalArticle","1979","Lambrinoudakis V.K.","Excavation at Naxos","Prakt","","","","","","1979","2016-02-04 18:57:01","2016-02-04 18:57:01","","249-258","","","","","","Lambrinoudakis 1979","","","","","","","","","","","","","","Grotta: SH III","","","","Alles; Grabungsbericht; Kykladen; Naxos; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4KTFHKV2","journalArticle","1978","Lambrinoudakis V.K.","Excavation at Naxos","Prakt","","","","","","1978","2016-02-04 18:56:59","2016-02-04 18:56:59","","211-218","","","","","","Lambrinoudakis 1978","","","","","","","","","","","","","","Grotta: SH III B/C","","","","Alles; Grabungsbericht; Kykladen; Naxos; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZDZR2KD","book","1977","Kardara C.","Aplomata Naxou. Kinita evrimata taphon A kai B","","","","","","","1977","2016-02-04 18:56:57","2016-02-04 18:56:57","","","","","","","","Kardara 1977","","","","","","Athen","","","","","","","","Sigrid, derzeit Kommissionsbibliothek. SH III C Kammergräber","","","","Alles; Aplomata; Gräber; Grabungsbericht; Keramik; Kykladen; Naxos; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PH9V2VUZ","bookSection","","Johnston P.F.","Bronze Age Cycladic ships. An overview","","","","","","","","2016-02-04 18:56:56","2016-02-04 18:56:56","","01. Aug","","","","","","Johnston 1982","","","","","","","","","","","","","","","","","","Alles; Frühbronzezeit; Kykladen; Neo75-93-ASK; Transport","","","","","","","","","","","","","","","","","","","","","TUAS 7","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSI5SJ5J","journalArticle","1981","Havelock C.M.","Cycladic sculpture: a prelude to Greek art ?","Archaeology","","","","","","1981","2016-02-04 18:56:53","2016-02-04 18:56:53","","29-36","","","34:04:00","","","Havelock 1981","","","","","","","","","","","","","","","","","","Figurinen; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZM2ZAZN","book","1982","Harman-Pittinger J.","Mineral researches on prehistoric pottery from the southern Cyclades","","","","","","","1982","2016-02-04 18:56:51","2016-02-04 18:56:51","","","","","","","","Harman-Pittinger 1982","Dissertation","","","","","","","","","","","","","","","","","Alles; Frühbronzezeit; Keramik; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA2KSKQM","journalArticle","1982","Hallén T.","A Cycladic figurine","MedelhavsMusB","","","","","","1982","2016-02-04 18:56:50","2016-02-04 18:56:50","","30-36","","","17","","","Hallén 1982","","","","","","","","","","","","","","","","","","Figurinen; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9R9IG4N","journalArticle","1983","Gwinnett A.J., Gorelick L.","An ancient repair on a Cycladic statuette analyzed using scanning","JFieldA","","","","","","1983","2016-02-04 18:56:48","2016-02-04 18:56:48","","378-384","","","10:03","","","Gwinnett - Gorelick 1983","","","","","","","","","","","","","","","","","","Figurinen; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7532XT3H","book","1986","Grigoriou G.","L'habitat à l'âge du bronze dans les Cyclades","","","","","","","1986/7","2016-02-04 18:56:46","2016-02-04 18:56:46","","","","","","","","Grigoriou 1986/7","Thèses de IIIème cycle terminées, Université de Paris I","","","","","Paris","","","","","","","","","","","","Alles; Architektur; Frühbronzezeit; Kykladen; Neo75-93-ASK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
